station_id,station_name,network_id,network_name,lat,lon,CityEng,StatesEng,CityNoAcc,StatesNoAcc
315,Azcapotzalco,119,Valle de México,19.489388888889,-99.198972222222,Mexico City,Mexico City,Mexico City,Mexico City
300,Benito Juárez,119,Valle de México,19.371666666667,-99.159166666667,Mexico City,Mexico City,Mexico City,Mexico City
244,Camarones,119,Valle de México,19.468611111111,-99.17,Mexico City,Mexico City,Mexico City,Mexico City
245,Centro de Ciencias de la Atmósfera,119,Valle de México,19.326388888889,-99.176111111111,Mexico City,Mexico City,Mexico City,Mexico City
317,Cerro de la estrella,119,Valle de México,19.336555555556,-99.075111111111,Mexico City,Mexico City,Mexico City,Mexico City
246,Chalco,119,Valle de México,19.267222222222,-98.886111111111,Chalco de Díaz Covarrubias,State of Mexico,Chalco de Diaz Covarrubias,State of Mexico
247,Coyoacán,119,Valle de México,19.350277777778,-99.157222222222,Mexico City,Mexico City,Mexico City,Mexico City
248,Cuajimalpa,119,Valle de México,19.365555555556,-99.291944444444,Mexico City,Mexico City,Mexico City,Mexico City
318,Cuitláhuac ,119,Valle de México,19.471744166667,-99.165840277778,Mexico City,Mexico City,Mexico City,Mexico City
249,Cuautitlán,119,Valle de México,19.722222222222,-99.198611111111,,State of Mexico,,State of Mexico
250,FES Acatlán,119,Valle de México,19.4825,-99.243611111111,Ciudad Satélite,State of Mexico,Ciudad Satelite,State of Mexico
302,Gustavo A. Madero,119,Valle de México,19.482777777778,-99.094722222222,Mexico City,Mexico City,Mexico City,Mexico City
320,Hangares,119,Valle de México,19.423055555556,-99.084722222222,Mexico City,Mexico City,Mexico City,Mexico City
251,Hospital General de México,119,Valle de México,19.411666666667,-99.152222222222,Mexico City,Mexico City,Mexico City,Mexico City
322,Instituto Mexicano del Petróleo ,119,Valle de México,19.490277777778,-99.147222222222,Mexico City,Mexico City,Mexico City,Mexico City
301,Instituto Nacional de Investigaciones Nucleares,119,Valle de México,19.292222222222,-99.380555555556,San Jerónimo Acazulco,State of Mexico,San Jeronimo Acazulco,State of Mexico
252,Iztacalco,119,Valle de México,19.384444444444,-99.117777777778,Mexico City,Mexico City,Mexico City,Mexico City
324,Lagunilla,119,Valle de México,19.444166666667,-99.135275,Mexico City,Mexico City,Mexico City,Mexico City
254,Los Laureles,119,Valle de México,19.578888888889,-99.039722222222,Ecatepec de Morelos,State of Mexico,Ecatepec de Morelos,State of Mexico
255,Lomas,119,Valle de México,19.403,-99.242055555556,Mexico City,Mexico City,Mexico City,Mexico City
253,La Presa,119,Valle de México,19.535,-99.117777777778,Tlalnepantla,State of Mexico,Tlalnepantla,State of Mexico
325,La Villa,119,Valle de México,19.469708333333,-99.117922222222,Mexico City,Mexico City,Mexico City,Mexico City
326,Museo de la Ciudad de México ,119,Valle de México,19.429166666667,-99.132222222222,Mexico City,Mexico City,Mexico City,Mexico City
